"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","KOR","1208","Korea, Rep.","WLD"," World",2024,"Import",5,71312.061
"H5","KOR","1209","Korea, Rep.","WLD"," World",2017,"Export",6,57657.007
"H5","KOR","1209","Korea, Rep.","WLD"," World",2017,"Import",5,148301.286
"H5","KOR","1209","Korea, Rep.","WLD"," World",2018,"Export",6,51241.012
"H5","KOR","1209","Korea, Rep.","WLD"," World",2018,"Import",5,161433.879
"H5","KOR","1209","Korea, Rep.","WLD"," World",2019,"Export",6,57050.2
"H5","KOR","1209","Korea, Rep.","WLD"," World",2019,"Import",5,146844.726
"H5","KOR","1209","Korea, Rep.","WLD"," World",2020,"Export",6,58247.729
"H5","KOR","1209","Korea, Rep.","WLD"," World",2020,"Import",5,143443.024
"H5","KOR","1209","Korea, Rep.","WLD"," World",2021,"Export",6,59581.147
"H5","KOR","1209","Korea, Rep.","WLD"," World",2021,"Import",5,182659.835
"H5","KOR","1209","Korea, Rep.","WLD"," World",2022,"Export",6,53356.294
"H5","KOR","1209","Korea, Rep.","WLD"," World",2022,"Import",5,194466.67
"H5","KOR","1209","Korea, Rep.","WLD"," World",2023,"Export",6,55154.272
"H5","KOR","1209","Korea, Rep.","WLD"," World",2023,"Import",5,208984.069
"H5","KOR","1209","Korea, Rep.","WLD"," World",2024,"Export",6,54657.294
"H5","KOR","1209","Korea, Rep.","WLD"," World",2024,"Import",5,177637.523
"H5","KOR","1210","Korea, Rep.","WLD"," World",2017,"Export",6,9.965
"H5","KOR","1210","Korea, Rep.","WLD"," World",2017,"Import",5,8423.857
"H5","KOR","1210","Korea, Rep.","WLD"," World",2018,"Export",6,0.081
"H5","KOR","1210","Korea, Rep.","WLD"," World",2018,"Import",5,8303.038
"H5","KOR","1210","Korea, Rep.","WLD"," World",2019,"Export",6,149.327
"H5","KOR","1210","Korea, Rep.","WLD"," World",2019,"Import",5,6505.922
"H5","KOR","1210","Korea, Rep.","WLD"," World",2020,"Export",6,84.772
"H5","KOR","1210","Korea, Rep.","WLD"," World",2020,"Import",5,6330.204
"H5","KOR","1210","Korea, Rep.","WLD"," World",2021,"Export",6,14.194
"H5","KOR","1210","Korea, Rep.","WLD"," World",2021,"Import",5,8109.68
"H5","KOR","1210","Korea, Rep.","WLD"," World",2022,"Export",6,38.759
"H5","KOR","1210","Korea, Rep.","WLD"," World",2022,"Import",5,6424.195
"H5","KOR","1210","Korea, Rep.","WLD"," World",2023,"Export",6,222.571
"H5","KOR","1210","Korea, Rep.","WLD"," World",2023,"Import",5,7120.894
"H5","KOR","1210","Korea, Rep.","WLD"," World",2024,"Export",6,271.3
"H5","KOR","1210","Korea, Rep.","WLD"," World",2024,"Import",5,3671.877
"H5","KOR","1211","Korea, Rep.","WLD"," World",2017,"Export",6,71268.954
"H5","KOR","1211","Korea, Rep.","WLD"," World",2017,"Import",5,95896.132
"H5","KOR","1211","Korea, Rep.","WLD"," World",2018,"Export",6,84913.437
"H5","KOR","1211","Korea, Rep.","WLD"," World",2018,"Import",5,102416.346
"H5","KOR","1211","Korea, Rep.","WLD"," World",2019,"Export",6,87217.908
"H5","KOR","1211","Korea, Rep.","WLD"," World",2019,"Import",5,113972.743
"H5","KOR","1211","Korea, Rep.","WLD"," World",2020,"Export",6,75816.956
"H5","KOR","1211","Korea, Rep.","WLD"," World",2020,"Import",5,107304.437
"H5","KOR","1211","Korea, Rep.","WLD"," World",2021,"Export",6,88821.137
"H5","KOR","1211","Korea, Rep.","WLD"," World",2021,"Import",5,122395.056
"H5","KOR","1211","Korea, Rep.","WLD"," World",2022,"Export",6,97438.752
